,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
317,ENDEAVOR REG / ENDEAVOR STAT1,2021 E 4th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.259477, -97.720197",$4.17/month PIE members $2/hr Non-Members,40A
318,PIE AE / PALMER STATION2,736-820 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259201, -97.751695",$4.17/month PIE members $2/hr Non-Members,40A
319,SOLARWINDS / SOLARWINDS #1,7171 Southwest Parkway,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.251073, -97.86319",$4.17/month PIE members $2/hr Non-Members,40A
320,PIE AE / PUB UTANTONIO 2,2420 San Antonio St,Austin,Texas,78705,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,240V,J1772,"30.288705, -97.742539",$4.17/month PIE members $2/hr Non-Members,40A
321,NEIGHBORHOOD HO / 912 E11TH STAT1,901 Juniper St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.270384, -97.73108",$4.17/month PIE members $2/hr Non-Members,40A
322,THE ELIZABETH / THE ELIZABETH 1,13535 Lyndhurst St,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.477257, -97.78503",$4.17/month PIE members $2/hr Non-Members,40A
323,PIE AE / PUB LOCKHART 1,319 W Slaughter Ln,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,NEMA 5-20R,240V,J1772,"30.168498, -97.795821",$4.17/month PIE members $2/hr Non-Members,40A
324,PARKSIDE 1 / PARKSIDE1,3000 Kramer Ln,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Retail,J1772,240V,J1772,"30.396412, -97.72268",$4.17/month PIE members $2/hr Non-Members,40A
325,1500 ROYAL / ELEMENT AUSTIN,1500 Royal Crest Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.240527, -97.730373",$4.17/month PIE members $2/hr Non-Members,40A
326,REPUBLICSQUARE / GABLES REPUB5,219 W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.266691, -97.745766",$4.17/month PIE members $2/hr Non-Members,40A
327,NATIONAL INSTRU / 23&24;,11500B N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.407286, -97.727058",$4.17/month PIE members $2/hr Non-Members,40A
328,PIE AE / PUB-STDAVIDSST1,710 Trinity St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.268719, -97.738899",$4.17/month PIE members $2/hr Non-Members,40A
329,ARBORETUM / N CAPITAL TX 1,9442 N Capital of Texas Hwy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,NEMA 5-20R,240V,J1772,"30.390246, -97.74825",$4.17/month PIE members $2/hr Non-Members,40A
330,ENDEAVOR REG / STATION 1,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.479664, -97.793921",$4.17/month PIE members $2/hr Non-Members,40A
331,REPUBLICSQUARE / GABLES REPUB4,219 W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.266802, -97.74575",$4.17/month PIE members $2/hr Non-Members,40A
332,PIE AE / ZILKERPARKPOLO2,2225 Andrew Zilker Rd,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.266457, -97.774745",$4.17/month PIE members $2/hr Non-Members,40A
333,DOMAIN / STATION 2,11601 Alterra Parkway,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.402314, -97.718842",$4.17/month PIE members $2/hr Non-Members,40A
334,1801 E 6TH / AUSTIN 1801 3,1805 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.261633, -97.723906",$4.17/month PIE members $2/hr Non-Members,40A
335,DEVLOPER / TRAMMELL CROW 6,500 W 2nd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.265909, -97.748953",$4.17/month PIE members $2/hr Non-Members,40A
336,DSMCUT / EVSE01 FLOOR L7,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275261, -97.73458",$4.17/month PIE members $2/hr Non-Members,40A
337,ENDEAVOR REG / LEVEL 4 - #1,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317777, -97.754969",$4.17/month PIE members $2/hr Non-Members,40A
338,PIE AE / PUBACCRIVERSID2,1230-1290 Grove Blvd,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.235079, -97.705153",$4.17/month PIE members $2/hr Non-Members,40A
339,COA FLEET - PIE / RUTHERFORD #1,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.335861, -97.679398",$4.17/month PIE members $2/hr Non-Members,40A
340,PIE AE / PUBDENNYSNORTH1,1601 Interstate 35 Frontage Road,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276513, -97.729639",$4.17/month PIE members $2/hr Non-Members,40A
341,AUSTIN / AUSTIN 200 3,200 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.264505, -97.746067",$4.17/month PIE members $2/hr Non-Members,40A
342,100 CONGRESS / STATION 1,100 Congress Ave,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263961, -97.744801",$4.17/month PIE members $2/hr Non-Members,40A
343,REPUBLICSQUARE / GABLES REPUB1,311 W 5th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.267609, -97.746544",$4.17/month PIE members $2/hr Non-Members,40A
344,PIE AE / PUB ACC EVIEW2,3401 Webberville Rd,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.268166, -97.706101",$4.17/month PIE members $2/hr Non-Members,40A
345,SALTILLO / BLOCK 3,1109 E 5th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.263129, -97.731254",$4.17/month PIE members $2/hr Non-Members,20A
346,PIE PRESERVE / MAIN GATEWAY 1,5604 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.246834, -97.846018",$4.17/month PIE members $2/hr Non-Members,40A
347,7700 PARMER / 7700 PARMER 3,7700 W PARMER LN,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.458615, -97.752557",$4.17/month PIE members $2/hr Non-Members,40A
348,GPT / GPT 2,830 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268498, -97.754605",$4.17/month PIE members $2/hr Non-Members,40A
349,7700 PARMER / 7700 PARMER,7700 W Parmer Ln,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.460477, -97.750024",$4.17/month PIE members $2/hr Non-Members,40A
350,RPP GARAGE / GARAGE GW,12455 Research Park Loop,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.429363, -97.755248",$4.17/month PIE members $2/hr Non-Members,40A
351,CATHERINE / CATHERINE 2,300 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.259099, -97.747754",$4.17/month PIE members $2/hr Non-Members,40A
352,PIE AE / TLC STATION 1,721 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.258379, -97.751993",$4.17/month PIE members $2/hr Non-Members,40A
353,PIE AE / PUBDITTMAR1,1007 W Dittmar Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.185301, -97.801234",$4.17/month PIE members $2/hr Non-Members,40A
354,PIE AE / TECHNICENTER1,4101 Ed Bluestein Blvd,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276909, -97.666756",$4.17/month PIE members $2/hr Non-Members,40A
355,ENDEAVOR REG / LEVEL 2 - #1,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317656, -97.754999",$4.17/month PIE members $2/hr Non-Members,40A
356,SILVER DOLLAR 1 / VAPRO SUPPLY,3600 Silver Dollar Cir,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.205844, -97.711346",$4.17/month PIE members $2/hr Non-Members,40A
357,MUELLER MARKET / MUELLER ST1,"1801 E 51st St Austin, TX 78723",Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.300963, -97.699557",$4.17/month PIE members $2/hr Non-Members,40A
358,SAS / SAMSUNG 5,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377397, -97.639766",$4.17/month PIE members $2/hr Non-Members,40A
359,PIE AE / NWRECCENTER 4,2913 Northland Dr,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.333969, -97.751358",$4.17/month PIE members $2/hr Non-Members,40A
360,PRESIDIUM / ELEVATION,1911 Willow Creek Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.233914, -97.727254",$4.17/month PIE members $2/hr Non-Members,40A
361,HANOVER / L2,100-110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265147, -97.749142",$4.17/month PIE members $2/hr Non-Members,40A
362,PIE AE / PUBHEBBRODIEST1,6636-6804 Brodie Ln,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.216125, -97.829537",$4.17/month PIE members $2/hr Non-Members,40A
363,SCHOOL / KEALING1,1607 Pennsylvania Ave,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.271324, -97.722928",$4.17/month PIE members $2/hr Non-Members,40A
364,COA / LOT J NW,10137 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Workplace,J1772,240V,J1772,"30.207439, -97.661026",$4.17/month PIE members $2/hr Non-Members,40A
365,CIELO CENTER / STATION 2,1250 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.280288, -97.823472",$4.17/month PIE members $2/hr Non-Members,40A
366,HAWTHORNE / STATION 1,2239 Cromwell Cir,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.227434, -97.71854",$4.17/month PIE members $2/hr Non-Members,40A
367,PIE AE / PUB DELL2,1345 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.302551, -97.707079",$4.17/month PIE members $2/hr Non-Members,40A
368,PIE AE / ANIMAL SERVICE4,7201 Levander Loop,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.251539, -97.690799",$4.17/month PIE members $2/hr Non-Members,40A
369,COA FLEET - PIE / SPRING #1,800-816 Springdale Rd,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.259113, -97.699699",$4.17/month PIE members $2/hr Non-Members,40A
370,ST. JOHNS WEST / ST JOHNS SW,601 W St Johns Ave,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.337843, -97.714871",$4.17/month PIE members $2/hr Non-Members,40A
371,LAS CIMAS4 / LAS CIMAS #1,900 S Capital of Texas Hwy,West Lake Hills,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.28771, -97.829448",$4.17/month PIE members $2/hr Non-Members,40A
372,PARK PLAZA / STATION1,115 Sandra Muraida Way,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,240V,J1772,"30.268266, -97.755017",$4.17/month PIE members $2/hr Non-Members,40A
373,GPT / GPT 3,787-799 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268396, -97.754401",$4.17/month PIE members $2/hr Non-Members,40A
374,PRESIDIUM / VIOLET,409 E William Cannon Dr,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.191582, -97.775626",$4.17/month PIE members $2/hr Non-Members,40A
375,FOUNDRY / STATION 1,310 Comal St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.261032, -97.727974",$4.17/month PIE members $2/hr Non-Members,40A
376,PALOMA RIDGE / PALOMA BDG C #2,13620 Ranch Rd 620 N,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.478106, -97.77793",$4.17/month PIE members $2/hr Non-Members,40A
377,NATIONAL INSTRU / 11&12;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408722, -97.725271",$4.17/month PIE members $2/hr Non-Members,40A
378,ST. JOHNS WEST / ST JOHNS NW,601 W St Johns Ave,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.337818, -97.714804",$4.17/month PIE members $2/hr Non-Members,40A
379,SAS / STATION 1,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377935, -97.639951",$4.17/month PIE members $2/hr Non-Members,40A
380,PARMER AUSTIN / STATION PIC 3,507 E Howard Ln,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.41332, -97.654591",$4.17/month PIE members $2/hr Non-Members,40A
381,PIE AE / PUBCHASEESCAL2,4301 Westbank Dr,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,--,--,"30.275649, -97.817129",$4.17/month PIE members $2/hr Non-Members,40A
382,PIE AE / 2201 E 6TH ST,2201 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.259958, -97.718567",$4.17/month PIE members $2/hr Non-Members,40A
383,TR DOMAIN 11 / STATION2,11920 Alterra Pkwy,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.40522, -97.719541",$4.17/month PIE members $2/hr Non-Members,40A
384,PIE AE / ROSEWOOD PARK1,Rosewood Neighborhood Park Pedestrian Walkway,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.271704, -97.713959",$4.17/month PIE members $2/hr Non-Members,40A
385,LEASING OFFICE / STATION 1,8000 US-290,Austin,Texas,78737,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.231128, -97.889867",$4.17/month PIE members $2/hr Non-Members,40A
386,SUSTAINABLEFOOD / SUSTAINABLEFOOD,2921 E 17th St,Austin,Texas,78702,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.278063, -97.710153",$4.17/month PIE members $2/hr Non-Members,40A
387,AMD GO GREEN / P100 FL2 RIGHT,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.250788, -97.861771",$4.17/month PIE members $2/hr Non-Members,40A
388,BEXLEYTECHRIDGE / CLUBHOUSE,1200 East Parmer Lane,Austin,Texas,78753,1,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Parking,J1772,--,--,"30.394787, -97.653242",$4.17/month PIE members $2/hr Non-Members,40A
389,NORTHPOINTCENTR / NORTHPOINT,6834 Austin Center Blvd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.351629, -97.752035",$4.17/month PIE members $2/hr Non-Members,40A
390,HANOVER / L3,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265425, -97.749045",$4.17/month PIE members $2/hr Non-Members,40A
391,PIE AE / ERCOT 3,7620 Metro Center Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.216443, -97.69223",$4.17/month PIE members $2/hr Non-Members,40A
392,THE MEDVE GROUP / BARTON HILLS,1244-1298 Barton Hills Dr,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.261911, -97.773946",$4.17/month PIE members $2/hr Non-Members,40A
393,PIE AE / SMART CHARGE 1,2016 Centimeter Cir,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.381571, -97.713503",$4.17/month PIE members $2/hr Non-Members,40A
394,COA FLEET - PIE / ROOF3,700-798 E 9th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.268894, -97.734703",$4.17/month PIE members $2/hr Non-Members,40A
395,ACC-AE / NORTHRIDGE1,11928 Stonehollow,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.404225, -97.705798",$4.17/month PIE members $2/hr Non-Members,40A
396,PIE AE / KRAMER 01,2526 Kramer Ln,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,NEMA 5-20R,240V,J1772,"30.394697, -97.716885",$4.17/month PIE members $2/hr Non-Members,40A
397,DSMCUT / EVSE04 FLOOR L4,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275239, -97.734584",$4.17/month PIE members $2/hr Non-Members,40A
398,PIE AE / CONVENTION CTR3,2nd & Brazos,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263774, -97.743466",$4.17/month PIE members $2/hr Non-Members,40A
399,GALLERY DOMAIN / GALLERY DOMAIN,11100 Alterra Pkwy,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.396207, -97.722102",$4.17/month PIE members $2/hr Non-Members,30A
400,COA FLEET - PIE / ROOF4,700-798 E 9th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.268885, -97.734673",$4.17/month PIE members $2/hr Non-Members,40A
401,NATIONAL INSTRU / 1&2,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408792, -97.725312",$4.17/month PIE members $2/hr Non-Members,40A
402,COA FLEET - PIE / ROOF 1,709 E 10th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.269205, -97.734184",$4.17/month PIE members $2/hr Non-Members,40A
403,DSMCUT / EVSE09 FLOOR LL,1305 Red River St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275215, -97.734598",$4.17/month PIE members $2/hr Non-Members,40A
404,FLATIRON DOMAIN / FLATIRON DOM 2,10727 domain dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.392852, -97.723729",$4.17/month PIE members $2/hr Non-Members,40A
405,DOMAIN / STATION 1,11601 Alterra Parkway,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.40227, -97.718828",$4.17/month PIE members $2/hr Non-Members,40A
406,PIE AE / PUBACCSOAUSTIN2,5517 Manchaca Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.216052, -97.796295",$4.17/month PIE members $2/hr Non-Members,40A
407,PIE AE / PUBDENNYSNORTH2,1601 Interstate 35 Frontage Road,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276571, -97.729718",$4.17/month PIE members $2/hr Non-Members,40A
408,PIE AE / PUBPEARSON CTR1,905 W Howard Ln,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.416583, -97.666048",$4.17/month PIE members $2/hr Non-Members,40A
409,HYATT PLACE / HP STATION 1,Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.210412, -97.664797",$4.17/month PIE members $2/hr Non-Members,40A
410,ROSCOE PROPERTI / MESH MAIN,2100-2134 Elmont Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.240977, -97.726259",$4.17/month PIE members $2/hr Non-Members,40A
411,PIE AE / RUTHERFORDCAMP3,8301 Cameron Rd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.337065, -97.680709",$4.17/month PIE members $2/hr Non-Members,40A
412,ENDEAVOR REG / STATION 2,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.47969, -97.793323",$4.17/month PIE members $2/hr Non-Members,40A
413,HPI 3700 / 3900 SC 3,3900 N Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.337931, -97.807977",$4.17/month PIE members $2/hr Non-Members,40A
414,HANOVER / L4,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265222, -97.749115",$4.17/month PIE members $2/hr Non-Members,40A
415,AISD PAC / AISD PAC #2,1301-1603 E 51st St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.30538, -97.702537",$4.17/month PIE members $2/hr Non-Members,40A
416,ST. ED'S / GARAGE STATION1,578-680 Woodward St,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.226907, -97.751966",$4.17/month PIE members $2/hr Non-Members,40A
417,GPT / GABLES 1,898-900 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268637, -97.754851",$4.17/month PIE members $2/hr Non-Members,40A
418,PIE AE / PUBHILL.CGAL2,12701 Hill Country Blvd,Bee Cave,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.307769, -97.93863",$4.17/month PIE members $2/hr Non-Members,40A
419,COA FLEET - PIE / BARTON #3,505 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.2569, -97.749301",$4.17/month PIE members $2/hr Non-Members,40A
420,PARMER AUSTIN / PIC #1,13011c McCallen Pass,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.411029, -97.658122",$4.17/month PIE members $2/hr Non-Members,40A
421,BRANDYWINE AUST / FOUR POINTS 01,11305 4 Points Dr,Austin,Texas,78726,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.404059, -97.850068",$4.17/month PIE members $2/hr Non-Members,40A
422,IXIA-AUSTIN1 / IXIA AUSTIN,8310 N Capital of Texas Hwy,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.386814, -97.768734",$4.17/month PIE members $2/hr Non-Members,40A
