Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
16/01/2019 08.17;1100;Puutarhakatu 4;16/01/2019 08.17;16/01/2019 12.35;259;8390;AC;1225518;1943.629344
16/01/2019 08.25;2653;Puistokatu 10;16/01/2019 08.25;16/01/2019 09.37;73;0;AC;1225518;0
16/01/2019 08.29;4667;Logomo;16/01/2019 08.29;16/01/2019 16.05;457;6800;AC;1232318;892.7789934
16/01/2019 08.34;3022;Turun linja-autoasema;16/01/2019 08.34;16/01/2019 10.41;128;6770;AC;1239088;3173.4375
16/01/2019 08.34;2501;Stedingkinkatu 2;16/01/2019 08.34;16/01/2019 12.29;235;0;AC;1239088;0
16/01/2019 11.15;3023;Turun linja-autoasema;16/01/2019 11.15;16/01/2019 11.42;27;6205;DC;1245293;13788.88889
16/01/2019 11.27;2652;Puistokatu 10;16/01/2019 11.27;16/01/2019 12.03;36;0;AC;1245293;0
16/01/2019 13.57;3022;Turun linja-autoasema;16/01/2019 13.57;16/01/2019 16.05;129;6637;AC;1251930;3086.976744
16/01/2019 14.25;1100;Puutarhakatu 4;16/01/2019 14.25;16/01/2019 18.25;240;4950;AC;1256880;1237.5
16/01/2019 14.48;3023;Turun linja-autoasema;16/01/2019 14.48;16/01/2019 15.18;31;10570;DC;1267450;20458.06452
16/01/2019 14.54;1138;Hämeenkatu 8;16/01/2019 14.54;16/01/2019 14.54;1;0;AC;1267450;0
16/01/2019 14.55;1138;Hämeenkatu 8;16/01/2019 14.55;16/01/2019 14.56;1;0;AC;1267450;0
16/01/2019 14.58;1140;Hämeenkatu 8;16/01/2019 14.58;16/01/2019 16.00;62;6260;AC;1273710;6058.064516
16/01/2019 15.29;2500;Stedingkinkatu 2;16/01/2019 15.29;16/01/2019 15.58;30;0;AC;1273710;0
16/01/2019 16.27;2500;Stedingkinkatu 2;16/01/2019 16.27;16/01/2019 18.46;140;0;AC;1273710;0
16/01/2019 17.03;2653;Puistokatu 10;16/01/2019 17.03;16/01/2019 18.28;86;0;AC;1273710;0
16/01/2019 18.55;1100;Puutarhakatu 4;16/01/2019 18.55;16/01/2019 20.05;70;3950;AC;1277660;3385.714286
16/01/2019 19.00;3023;Turun linja-autoasema;16/01/2019 19.00;16/01/2019 19.52;53;10392;DC;1288052;11764.5283
17/01/2019 07.11;1140;Hämeenkatu 8;17/01/2019 07.11;17/01/2019 15.42;512;7230;AC;1295282;847.265625
17/01/2019 07.48;1138;Hämeenkatu 8;17/01/2019 07.48;17/01/2019 09.25;97;5430;AC;1300712;3358.762887
17/01/2019 07.51;1100;Puutarhakatu 4;17/01/2019 07.51;17/01/2019 09.26;96;4920;AC;1305632;3075
17/01/2019 08.24;2653;Puistokatu 10;17/01/2019 08.24;17/01/2019 10.00;96;0;AC;1305632;0
17/01/2019 09.12;2652;Puistokatu 10;17/01/2019 09.12;17/01/2019 10.50;98;0;AC;1305632;0
17/01/2019 09.38;1100;Puutarhakatu 4;17/01/2019 09.38;17/01/2019 12.10;152;7720;AC;1313352;3047.368421
17/01/2019 13.14;1100;Puutarhakatu 4;17/01/2019 13.14;17/01/2019 16.07;173;8760;AC;1322112;3038.150289
17/01/2019 13.57;3022;Turun linja-autoasema;17/01/2019 13.57;17/01/2019 15.04;67;3503;AC;1325615;3137.014925
17/01/2019 14.41;1086;Turun linja-autoasema;17/01/2019 14.41;17/01/2019 17.54;193;7130;AC;1332745;2216.580311
17/01/2019 15.44;1126;ABC Tammisilta;17/01/2019 15.44;17/01/2019 16.25;42;7409;DC;1340154;10584.28571
17/01/2019 16.23;2500;Stedingkinkatu 2;17/01/2019 16.23;17/01/2019 18.59;156;0;AC;1340154;0
17/01/2019 17.00;1140;Hämeenkatu 8;17/01/2019 17.00;17/01/2019 18.53;113;11520;AC;1351674;6116.814159
17/01/2019 18.32;1086;Turun linja-autoasema;17/01/2019 18.32;17/01/2019 21.38;187;5680;AC;1357354;1822.459893
17/01/2019 20.00;3023;Turun linja-autoasema;17/01/2019 20.00;17/01/2019 20.07;8;1866;DC;1359220;13995
17/01/2019 23.12;1086;Turun linja-autoasema;17/01/2019 23.12;17/01/2019 23.19;7;330;AC;1359550;2828.571429
18/01/2019 08.06;3022;Turun linja-autoasema;18/01/2019 08.06;18/01/2019 09.24;79;4280;AC;1363830;3250.632911
18/01/2019 08.08;1140;Hämeenkatu 8;18/01/2019 08.08;18/01/2019 12.18;250;6130;AC;1369960;1471.2
18/01/2019 08.14;1100;Puutarhakatu 4;18/01/2019 08.14;18/01/2019 09.31;78;4410;AC;1374370;3392.307692
18/01/2019 08.21;1086;Turun linja-autoasema;18/01/2019 08.21;18/01/2019 15.10;409;4580;AC;1378950;671.8826406
18/01/2019 08.23;2500;Stedingkinkatu 2;18/01/2019 08.23;18/01/2019 11.45;203;0;AC;1378950;0
18/01/2019 09.09;1138;Hämeenkatu 8;18/01/2019 09.09;18/01/2019 09.53;45;2520;AC;1381470;3360
18/01/2019 09.25;1126;ABC Tammisilta;18/01/2019 09.25;18/01/2019 09.42;17;4441;DC;1385911;15674.11765
18/01/2019 09.59;1100;Puutarhakatu 4;18/01/2019 09.59;18/01/2019 17.43;465;9150;AC;1395061;1180.645161
18/01/2019 10.05;2653;Puistokatu 10;18/01/2019 10.05;18/01/2019 10.54;50;0;AC;1395061;0
18/01/2019 10.23;1138;Hämeenkatu 8;18/01/2019 10.23;18/01/2019 14.50;267;5300;AC;1400361;1191.011236
18/01/2019 10.56;1126;ABC Tammisilta;18/01/2019 10.56;18/01/2019 11.28;32;5069;DC;1405430;9504.375
18/01/2019 12.47;2653;Puistokatu 10;18/01/2019 12.47;18/01/2019 14.31;105;0;AC;1405430;0
18/01/2019 13.51;1140;Hämeenkatu 8;18/01/2019 13.51;18/01/2019 15.47;116;5930;AC;1411360;3067.241379
18/01/2019 14.03;2652;Puistokatu 10;18/01/2019 14.03;18/01/2019 15.50;107;0;AC;1411360;0
18/01/2019 15.36;1086;Turun linja-autoasema;18/01/2019 15.36;18/01/2019 16.39;63;3050;AC;1414410;2904.761905
18/01/2019 15.56;2500;Stedingkinkatu 2;18/01/2019 15.56;18/01/2019 17.53;117;0;AC;1414410;0
18/01/2019 18.33;2501;Stedingkinkatu 2;18/01/2019 18.33;18/01/2019 19.05;33;0;AC;1414410;0
18/01/2019 18.44;1086;Turun linja-autoasema;18/01/2019 18.44;18/01/2019 21.40;176;6210;AC;1420620;2117.045455
18/01/2019 19.37;3022;Turun linja-autoasema;18/01/2019 19.37;18/01/2019 19.37;1;0;AC;1420620;0
18/01/2019 19.38;3022;Turun linja-autoasema;18/01/2019 19.38;18/01/2019 19.40;2;0;AC;1420620;0
18/01/2019 21.16;2652;Puistokatu 10;18/01/2019 21.16;19/01/2019 00.47;211;0;AC;1420620;0
18/01/2019 21.46;3023;Turun linja-autoasema;18/01/2019 21.46;19/01/2019 02.00;255;73404;DC;1494024;17271.52941
18/01/2019 23.10;1126;ABC Tammisilta;18/01/2019 23.10;18/01/2019 23.22;13;2413;DC;1496437;11136.92308
19/01/2019 08.45;3023;Turun linja-autoasema;19/01/2019 08.45;19/01/2019 09.02;18;4156;DC;1500593;13853.33333
19/01/2019 10.43;3023;Turun linja-autoasema;19/01/2019 10.43;19/01/2019 11.58;76;13142;DC;1513735;10375.26316
19/01/2019 11.12;1100;Puutarhakatu 4;19/01/2019 11.12;19/01/2019 17.01;349;6850;AC;1520585;1177.65043
19/01/2019 11.54;4667;Logomo;19/01/2019 11.54;19/01/2019 14.52;179;2770;AC;1523355;928.4916201
19/01/2019 13.27;1126;ABC Tammisilta;19/01/2019 13.27;19/01/2019 13.52;25;5985;DC;1529340;14364
19/01/2019 14.17;3023;Turun linja-autoasema;19/01/2019 14.17;19/01/2019 14.36;19;3217;DC;1532557;10158.94737
19/01/2019 14.47;1086;Turun linja-autoasema;19/01/2019 14.47;19/01/2019 16.48;122;2670;AC;1535227;1313.114754
19/01/2019 14.51;1140;Hämeenkatu 8;19/01/2019 14.51;19/01/2019 15.08;18;940;AC;1536167;3133.333333
19/01/2019 15.16;2653;Puistokatu 10;19/01/2019 15.16;19/01/2019 18.41;205;0;AC;1536167;0
19/01/2019 17.19;1140;Hämeenkatu 8;19/01/2019 17.19;19/01/2019 19.49;151;6220;AC;1542387;2471.523179
19/01/2019 19.05;2500;Stedingkinkatu 2;19/01/2019 19.05;19/01/2019 21.54;170;0;AC;1542387;0
19/01/2019 21.08;2652;Puistokatu 10;19/01/2019 21.08;20/01/2019 00.06;179;0;AC;1542387;0
19/01/2019 22.56;1126;ABC Tammisilta;19/01/2019 22.56;19/01/2019 23.46;50;29953;DC;1572340;35943.6
20/01/2019 12.48;1086;Turun linja-autoasema;20/01/2019 12.48;20/01/2019 12.55;7;230;AC;1572570;1971.428571
20/01/2019 13.02;1100;Puutarhakatu 4;20/01/2019 13.02;20/01/2019 14.18;77;3970;AC;1576540;3093.506494
20/01/2019 13.16;1140;Hämeenkatu 8;20/01/2019 13.16;20/01/2019 16.05;169;3210;AC;1579750;1139.64497
20/01/2019 13.26;6435;Turun Messukeskus;20/01/2019 13.26;20/01/2019 14.31;65;17767;AC;1597517;16400.30769
20/01/2019 13.57;3022;Turun linja-autoasema;20/01/2019 13.57;20/01/2019 14.42;45;2415;AC;1599932;3220
20/01/2019 14.04;2652;Puistokatu 10;20/01/2019 14.04;20/01/2019 14.14;10;0;AC;1599932;0
20/01/2019 14.50;1126;ABC Tammisilta;20/01/2019 14.50;20/01/2019 15.20;31;4848;DC;1604780;9383.225806
20/01/2019 15.53;1086;Turun linja-autoasema;20/01/2019 15.53;20/01/2019 16.04;11;520;AC;1605300;2836.363636
20/01/2019 16.21;1126;ABC Tammisilta;20/01/2019 16.21;20/01/2019 16.50;30;4948;DC;1610248;9896
20/01/2019 16.57;1126;ABC Tammisilta;20/01/2019 16.57;20/01/2019 18.12;76;34666;DC;1644914;27367.89474
20/01/2019 18.01;2500;Stedingkinkatu 2;20/01/2019 18.01;20/01/2019 19.23;83;0;AC;1644914;0
21/01/2019 08.09;1140;Hämeenkatu 8;21/01/2019 08.09;21/01/2019 11.54;226;1410;AC;1646324;374.3362832
21/01/2019 08.09;2653;Puistokatu 10;21/01/2019 08.09;21/01/2019 09.43;94;0;AC;1646324;0
21/01/2019 08.43;1138;Hämeenkatu 8;21/01/2019 08.43;21/01/2019 08.44;1;0;AC;1646324;0
21/01/2019 08.44;1138;Hämeenkatu 8;21/01/2019 08.44;21/01/2019 13.10;267;0;AC;1646324;0
21/01/2019 09.45;1100;Puutarhakatu 4;21/01/2019 09.45;21/01/2019 11.14;90;0;AC;1646324;0
21/01/2019 10.17;2500;Stedingkinkatu 2;21/01/2019 10.17;21/01/2019 11.42;86;0;AC;1646324;0
21/01/2019 11.14;1100;Puutarhakatu 4;21/01/2019 11.14;21/01/2019 11.15;1;0;AC;1646324;0
21/01/2019 11.17;1100;Puutarhakatu 4;21/01/2019 11.17;21/01/2019 11.17;1;0;AC;1646324;0
21/01/2019 11.29;1086;Turun linja-autoasema;21/01/2019 11.29;21/01/2019 14.01;153;6760;AC;1653084;2650.980392
21/01/2019 11.31;3023;Turun linja-autoasema;21/01/2019 11.31;21/01/2019 11.38;7;522;DC;1653606;4474.285714
21/01/2019 12.02;1140;Hämeenkatu 8;21/01/2019 12.02;21/01/2019 14.43;161;4010;AC;1657616;1494.409938
21/01/2019 13.32;2500;Stedingkinkatu 2;21/01/2019 13.32;21/01/2019 14.51;79;0;AC;1657616;0
21/01/2019 15.23;1100;Puutarhakatu 4;21/01/2019 15.23;21/01/2019 15.40;18;970;AC;1658586;3233.333333
21/01/2019 15.45;3022;Turun linja-autoasema;21/01/2019 15.45;21/01/2019 18.04;140;7196;AC;1665782;3084
21/01/2019 16.42;1086;Turun linja-autoasema;21/01/2019 16.42;21/01/2019 17.42;61;3010;AC;1668792;2960.655738
21/01/2019 16.51;2500;Stedingkinkatu 2;21/01/2019 16.51;21/01/2019 17.22;31;0;AC;1668792;0
21/01/2019 17.07;2652;Puistokatu 10;21/01/2019 17.07;21/01/2019 18.26;80;0;AC;1668792;0
21/01/2019 17.34;2653;Puistokatu 10;21/01/2019 17.34;21/01/2019 18.49;75;0;AC;1668792;0
21/01/2019 18.03;1100;Puutarhakatu 4;21/01/2019 18.03;21/01/2019 19.01;58;3120;AC;1671912;3227.586207
21/01/2019 18.04;1140;Hämeenkatu 8;21/01/2019 18.04;21/01/2019 20.55;172;9620;AC;1681532;3355.813953
22/01/2019 07.40;1100;Puutarhakatu 4;22/01/2019 07.40;22/01/2019 07.41;1;0;AC;1681532;0
22/01/2019 08.12;1100;Puutarhakatu 4;22/01/2019 08.12;22/01/2019 11.56;225;8030;AC;1689562;2141.333333
22/01/2019 08.17;1140;Hämeenkatu 8;22/01/2019 08.17;22/01/2019 12.01;225;6960;AC;1696522;1856
22/01/2019 08.20;1138;Hämeenkatu 8;22/01/2019 08.20;22/01/2019 13.34;314;1610;AC;1698132;307.6433121
22/01/2019 09.31;2653;Puistokatu 10;22/01/2019 09.31;22/01/2019 10.58;87;0;AC;1698132;0
22/01/2019 12.32;1086;Turun linja-autoasema;22/01/2019 12.32;22/01/2019 14.51;140;5530;AC;1703662;2370
22/01/2019 13.14;1100;Puutarhakatu 4;22/01/2019 13.14;22/01/2019 18.04;290;10330;AC;1713992;2137.241379
22/01/2019 13.30;3023;Turun linja-autoasema;22/01/2019 13.30;22/01/2019 13.44;15;2258;DC;1716250;9032
22/01/2019 13.36;1138;Hämeenkatu 8;22/01/2019 13.36;22/01/2019 14.11;36;1940;AC;1718190;3233.333333
22/01/2019 13.42;1140;Hämeenkatu 8;22/01/2019 13.42;22/01/2019 13.42;1;0;AC;1718190;0
22/01/2019 13.45;1140;Hämeenkatu 8;22/01/2019 13.45;22/01/2019 13.45;1;0;AC;1718190;0
22/01/2019 13.46;1140;Hämeenkatu 8;22/01/2019 13.46;22/01/2019 19.45;360;0;AC;1718190;0
22/01/2019 14.04;3022;Turun linja-autoasema;22/01/2019 14.04;22/01/2019 14.50;47;2682;AC;1720872;3423.829787
22/01/2019 14.46;4666;Logomo;22/01/2019 14.46;22/01/2019 16.15;89;2330;AC;1723202;1570.786517
22/01/2019 15.23;3023;Turun linja-autoasema;22/01/2019 15.23;22/01/2019 16.28;65;18561;DC;1741763;17133.23077
22/01/2019 17.06;1138;Hämeenkatu 8;22/01/2019 17.06;22/01/2019 19.37;151;7680;AC;1749443;3051.655629
22/01/2019 17.50;2500;Stedingkinkatu 2;22/01/2019 17.50;22/01/2019 19.07;78;0;AC;1749443;0
22/01/2019 18.44;3023;Turun linja-autoasema;22/01/2019 18.44;22/01/2019 19.34;50;20373;DC;1769816;24447.6
22/01/2019 20.39;1100;Puutarhakatu 4;22/01/2019 20.39;22/01/2019 23.08;149;0;AC;1769816;0
22/01/2019 23.08;1100;Puutarhakatu 4;22/01/2019 23.08;23/01/2019 08.19;552;0;AC;1769816;0
23/01/2019 08.08;1140;Hämeenkatu 8;23/01/2019 08.08;23/01/2019 12.35;267;6200;AC;1776016;1393.258427
23/01/2019 08.16;1138;Hämeenkatu 8;23/01/2019 08.16;23/01/2019 10.39;143;5600;AC;1781616;2349.65035
23/01/2019 08.21;1100;Puutarhakatu 4;23/01/2019 08.21;23/01/2019 11.50;210;7870;AC;1789486;2248.571429
23/01/2019 08.25;3022;Turun linja-autoasema;23/01/2019 08.25;23/01/2019 09.56;92;4631;AC;1794117;3020.217391
23/01/2019 11.40;3022;Turun linja-autoasema;23/01/2019 11.40;23/01/2019 11.59;19;1061;AC;1795178;3350.526316
23/01/2019 12.59;2500;Stedingkinkatu 2;23/01/2019 12.59;23/01/2019 14.44;105;0;AC;1795178;0
23/01/2019 13.56;1100;Puutarhakatu 4;23/01/2019 13.56;23/01/2019 16.13;137;5900;AC;1801078;2583.941606
23/01/2019 14.19;3022;Turun linja-autoasema;23/01/2019 14.19;23/01/2019 14.20;1;0;AC;1801078;0
23/01/2019 14.21;1086;Turun linja-autoasema;23/01/2019 14.21;23/01/2019 16.35;135;7110;AC;1808188;3160
23/01/2019 15.20;2652;Puistokatu 10;23/01/2019 15.20;23/01/2019 16.13;53;0;AC;1808188;0
23/01/2019 15.26;2653;Puistokatu 10;23/01/2019 15.26;23/01/2019 16.14;49;0;AC;1808188;0
23/01/2019 15.38;2500;Stedingkinkatu 2;23/01/2019 15.38;23/01/2019 16.29;51;0;AC;1808188;0
23/01/2019 17.25;1100;Puutarhakatu 4;23/01/2019 17.25;23/01/2019 17.38;14;680;AC;1808868;2914.285714
23/01/2019 17.44;2500;Stedingkinkatu 2;23/01/2019 17.44;23/01/2019 20.41;178;0;AC;1808868;0
23/01/2019 17.46;1100;Puutarhakatu 4;23/01/2019 17.46;23/01/2019 18.20;34;1700;AC;1810568;3000
23/01/2019 17.54;1086;Turun linja-autoasema;23/01/2019 17.54;23/01/2019 19.15;82;2480;AC;1813048;1814.634146
23/01/2019 18.20;2652;Puistokatu 10;23/01/2019 18.20;23/01/2019 18.35;15;0;AC;1813048;0
23/01/2019 19.04;1126;ABC Tammisilta;23/01/2019 19.04;23/01/2019 19.45;41;29447;DC;1842495;43093.17073
23/01/2019 19.49;2653;Puistokatu 10;23/01/2019 19.49;23/01/2019 23.18;209;0;AC;1842495;0
23/01/2019 20.05;3023;Turun linja-autoasema;23/01/2019 20.05;23/01/2019 21.09;65;28730;DC;1871225;26520
24/01/2019 06.46;3023;Turun linja-autoasema;24/01/2019 06.46;24/01/2019 06.51;5;1304;DC;1872529;15648
24/01/2019 08.14;1140;Hämeenkatu 8;24/01/2019 08.14;24/01/2019 12.12;238;6390;AC;1878919;1610.92437
24/01/2019 08.17;1100;Puutarhakatu 4;24/01/2019 08.17;24/01/2019 11.47;210;8270;AC;1887189;2362.857143
24/01/2019 09.18;2653;Puistokatu 10;24/01/2019 09.18;24/01/2019 09.42;24;0;AC;1887189;0
24/01/2019 10.00;3023;Turun linja-autoasema;24/01/2019 10.00;24/01/2019 11.07;68;29283;DC;1916472;25837.94118
24/01/2019 12.59;3022;Turun linja-autoasema;24/01/2019 12.59;24/01/2019 13.18;20;1094;AC;1917566;3282
24/01/2019 13.20;1140;Hämeenkatu 8;24/01/2019 13.20;24/01/2019 15.17;118;6230;AC;1923796;3167.79661
24/01/2019 13.33;3023;Turun linja-autoasema;24/01/2019 13.33;24/01/2019 13.58;25;11042;DC;1934838;26500.8
24/01/2019 15.21;1140;Hämeenkatu 8;24/01/2019 15.21;24/01/2019 16.16;56;2430;AC;1937268;2603.571429
24/01/2019 15.59;3023;Turun linja-autoasema;24/01/2019 15.59;24/01/2019 16.49;50;15916;DC;1953184;19099.2
24/01/2019 16.04;1100;Puutarhakatu 4;24/01/2019 16.04;24/01/2019 17.09;65;3560;AC;1956744;3286.153846
24/01/2019 16.48;4666;Logomo;24/01/2019 16.48;24/01/2019 18.05;77;5650;AC;1962394;4402.597403
24/01/2019 17.16;2500;Stedingkinkatu 2;24/01/2019 17.16;24/01/2019 19.49;153;0;AC;1962394;0
24/01/2019 17.22;1100;Puutarhakatu 4;24/01/2019 17.22;24/01/2019 19.37;135;5500;AC;1967894;2444.444444
24/01/2019 19.06;3023;Turun linja-autoasema;24/01/2019 19.06;24/01/2019 19.49;43;16366;DC;1984260;22836.27907
24/01/2019 20.06;2501;Stedingkinkatu 2;24/01/2019 20.06;24/01/2019 20.16;11;0;AC;1984260;0
24/01/2019 21.33;1140;Hämeenkatu 8;24/01/2019 21.33;25/01/2019 01.32;239;11820;AC;1996080;2967.364017
25/01/2019 08.08;1140;Hämeenkatu 8;25/01/2019 08.08;25/01/2019 09.06;58;3220;AC;1999300;3331.034483
25/01/2019 08.27;1100;Puutarhakatu 4;25/01/2019 08.27;25/01/2019 10.43;136;4790;AC;2004090;2113.235294
25/01/2019 09.13;1126;ABC Tammisilta;25/01/2019 09.13;25/01/2019 09.55;42;5397;DC;2009487;7710
25/01/2019 12.52;1100;Puutarhakatu 4;25/01/2019 12.52;25/01/2019 13.50;59;3160;AC;2012647;3213.559322
25/01/2019 12.57;1086;Turun linja-autoasema;25/01/2019 12.57;25/01/2019 14.51;115;3950;AC;2016597;2060.869565
25/01/2019 12.58;1140;Hämeenkatu 8;25/01/2019 12.58;25/01/2019 13.43;45;1870;AC;2018467;2493.333333
25/01/2019 13.47;1138;Hämeenkatu 8;25/01/2019 13.47;25/01/2019 14.34;47;4710;AC;2023177;6012.765957
25/01/2019 15.10;1140;Hämeenkatu 8;25/01/2019 15.10;25/01/2019 18.29;200;6890;AC;2030067;2067
25/01/2019 16.30;3023;Turun linja-autoasema;25/01/2019 16.30;25/01/2019 20.42;253;71683;DC;2101750;16999.92095
25/01/2019 18.39;1086;Turun linja-autoasema;25/01/2019 18.39;25/01/2019 21.38;179;7830;AC;2109580;2624.581006
25/01/2019 20.50;1126;ABC Tammisilta;25/01/2019 20.50;25/01/2019 21.17;27;18345;DC;2127925;40766.66667
25/01/2019 21.43;3022;Turun linja-autoasema;25/01/2019 21.43;25/01/2019 21.44;1;0;AC;2127925;0
25/01/2019 21.46;1086;Turun linja-autoasema;25/01/2019 21.46;26/01/2019 08.00;615;18900;AC;2146825;1843.902439
26/01/2019 08.44;2500;Stedingkinkatu 2;26/01/2019 08.44;26/01/2019 13.07;264;0;AC;2146825;0
26/01/2019 09.59;1100;Puutarhakatu 4;26/01/2019 09.59;26/01/2019 14.46;288;16840;AC;2163665;3508.333333
26/01/2019 12.12;1086;Turun linja-autoasema;26/01/2019 12.12;26/01/2019 14.47;156;5350;AC;2169015;2057.692308
26/01/2019 12.20;1126;ABC Tammisilta;26/01/2019 12.20;26/01/2019 13.08;49;14556;DC;2183571;17823.67347
26/01/2019 14.09;2500;Stedingkinkatu 2;26/01/2019 14.09;26/01/2019 16.49;160;0;AC;2183571;0
26/01/2019 15.46;1100;Puutarhakatu 4;26/01/2019 15.46;26/01/2019 15.48;2;0;AC;2183571;0
26/01/2019 15.48;1100;Puutarhakatu 4;26/01/2019 15.48;27/01/2019 09.50;1082;6580;AC;2190151;364.8798521
26/01/2019 16.05;1086;Turun linja-autoasema;26/01/2019 16.05;26/01/2019 16.10;6;0;AC;2190151;0
26/01/2019 16.10;1086;Turun linja-autoasema;26/01/2019 16.10;26/01/2019 16.12;2;0;AC;2190151;0
26/01/2019 16.34;1126;ABC Tammisilta;26/01/2019 16.34;26/01/2019 17.12;39;24561;DC;2214712;37786.15385
26/01/2019 19.49;3022;Turun linja-autoasema;26/01/2019 19.49;26/01/2019 21.22;93;5361;AC;2220073;3458.709677
26/01/2019 20.19;1086;Turun linja-autoasema;26/01/2019 20.19;26/01/2019 22.43;145;11190;AC;2231263;4630.344828
26/01/2019 20.41;2653;Puistokatu 10;26/01/2019 20.41;26/01/2019 23.13;152;8280;AC;2239543;3268.421053
26/01/2019 21.25;3022;Turun linja-autoasema;26/01/2019 21.25;26/01/2019 21.38;13;723;AC;2240266;3336.923077
27/01/2019 00.35;3023;Turun linja-autoasema;27/01/2019 00.35;27/01/2019 00.58;24;6882;DC;2247148;17205
27/01/2019 15.20;1100;Puutarhakatu 4;27/01/2019 15.20;27/01/2019 17.12;112;6130;AC;2253278;3283.928571
27/01/2019 15.47;2500;Stedingkinkatu 2;27/01/2019 15.47;27/01/2019 15.49;3;110;AC;2253388;2200
27/01/2019 16.13;3023;Turun linja-autoasema;27/01/2019 16.13;27/01/2019 16.37;25;7615;DC;2261003;18276
27/01/2019 16.43;1140;Hämeenkatu 8;27/01/2019 16.43;27/01/2019 19.31;168;17070;AC;2278073;6096.428571
27/01/2019 18.53;2501;Stedingkinkatu 2;27/01/2019 18.53;27/01/2019 23.02;249;0;AC;2278073;0
27/01/2019 19.14;2500;Stedingkinkatu 2;27/01/2019 19.14;27/01/2019 20.20;67;0;AC;2278073;0
27/01/2019 22.26;3023;Turun linja-autoasema;27/01/2019 22.26;27/01/2019 22.41;15;5763;DC;2283836;23052
28/01/2019 08.41;2653;Puistokatu 10;28/01/2019 08.41;28/01/2019 10.09;88;0;AC;2283836;0
28/01/2019 08.59;1100;Puutarhakatu 4;28/01/2019 08.59;28/01/2019 15.41;403;5570;AC;2289406;829.280397
28/01/2019 09.04;1140;Hämeenkatu 8;28/01/2019 09.04;28/01/2019 12.43;219;7120;AC;2296526;1950.684932
28/01/2019 10.34;3022;Turun linja-autoasema;28/01/2019 10.34;28/01/2019 10.35;2;0;AC;2296526;0
28/01/2019 10.44;3022;Turun linja-autoasema;28/01/2019 10.44;28/01/2019 10.45;2;0;AC;2296526;0
28/01/2019 10.46;3022;Turun linja-autoasema;28/01/2019 10.46;28/01/2019 10.47;2;0;AC;2296526;0
28/01/2019 10.49;3023;Turun linja-autoasema;28/01/2019 10.49;28/01/2019 11.31;43;20777;DC;2317303;28991.16279
28/01/2019 11.36;3022;Turun linja-autoasema;28/01/2019 11.36;28/01/2019 12.57;82;4718;AC;2322021;3452.195122
28/01/2019 14.14;2500;Stedingkinkatu 2;28/01/2019 14.14;28/01/2019 15.24;71;0;AC;2322021;0
28/01/2019 16.38;2501;Stedingkinkatu 2;28/01/2019 16.38;28/01/2019 17.22;44;0;AC;2322021;0
28/01/2019 17.05;2500;Stedingkinkatu 2;28/01/2019 17.05;28/01/2019 19.39;154;0;AC;2322021;0
28/01/2019 17.24;1100;Puutarhakatu 4;28/01/2019 17.24;28/01/2019 17.54;31;1700;AC;2323721;3290.322581
28/01/2019 17.43;2501;Stedingkinkatu 2;28/01/2019 17.43;29/01/2019 00.27;404;0;AC;2323721;0
28/01/2019 19.07;1126;ABC Tammisilta;28/01/2019 19.07;28/01/2019 20.37;90;36227;DC;2359948;24151.33333
29/01/2019 07.53;1100;Puutarhakatu 4;29/01/2019 07.53;29/01/2019 12.22;270;7120;AC;2367068;1582.222222
29/01/2019 08.48;1086;Turun linja-autoasema;29/01/2019 08.48;29/01/2019 10.25;98;2320;AC;2369388;1420.408163
29/01/2019 10.04;1140;Hämeenkatu 8;29/01/2019 10.04;29/01/2019 12.55;171;6700;AC;2376088;2350.877193
29/01/2019 10.44;3023;Turun linja-autoasema;29/01/2019 10.44;29/01/2019 11.15;32;4720;DC;2380808;8850
29/01/2019 11.05;1138;Hämeenkatu 8;29/01/2019 11.05;29/01/2019 11.05;1;0;AC;2380808;0
29/01/2019 11.08;1138;Hämeenkatu 8;29/01/2019 11.08;29/01/2019 11.46;39;2110;AC;2382918;3246.153846
29/01/2019 11.15;3022;Turun linja-autoasema;29/01/2019 11.15;29/01/2019 13.02;108;5971;AC;2388889;3317.222222
29/01/2019 11.16;1086;Turun linja-autoasema;29/01/2019 11.16;29/01/2019 13.43;147;2040;AC;2390929;832.6530612
29/01/2019 12.38;4666;Logomo;29/01/2019 12.38;29/01/2019 16.15;217;5740;AC;2396669;1587.096774
29/01/2019 13.13;1126;ABC Tammisilta;29/01/2019 13.13;29/01/2019 13.31;18;12857;DC;2409526;42856.66667
29/01/2019 14.35;1100;Puutarhakatu 4;29/01/2019 14.35;29/01/2019 15.58;84;2000;AC;2411526;1428.571429
29/01/2019 16.09;2500;Stedingkinkatu 2;29/01/2019 16.09;29/01/2019 16.54;46;0;AC;2411526;0
29/01/2019 16.19;1140;Hämeenkatu 8;29/01/2019 16.19;29/01/2019 17.01;42;2280;AC;2413806;3257.142857
29/01/2019 17.30;6442;Turun Messukeskus;29/01/2019 17.30;29/01/2019 18.48;78;4882;AC;2418688;3755.384615
29/01/2019 17.32;1126;ABC Tammisilta;29/01/2019 17.32;29/01/2019 18.06;34;21094;DC;2439782;37224.70588
29/01/2019 18.02;2501;Stedingkinkatu 2;29/01/2019 18.02;29/01/2019 20.23;141;0;AC;2439782;0
