name,address,description,location_category,location_sub_category,open_date,pricing,free_use,latitude,longitude,port_count,port_level_type,network,manufacturer,power_output_kw,power_output_volts,power_output_amps,renewable_power_supply,CHAdeMO,Tesla_std,Tesla_Fast,Tesla_Roadster,CCS_SAE,J1772,Type2,Commando,Wall_AU
Tesla Destination Charger,"47 First St, Quorn",not defined,not defined,not defined,not defined,not defined,not defined,-32.346086,138.042843,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Marryatt St, Port August",not defined,not defined,not defined,not defined,not defined,not defined,-32.4889817,137.7630253,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"5 Daw St, Port Augusta West",not defined,not defined,not defined,not defined,not defined,not defined,-32.4804572,137.7495903,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"47 First St, Quorn",not defined,not defined,not defined,not defined,not defined,not defined,-32.346086,138.042843,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Marryatt St, Port August",not defined,not defined,not defined,not defined,not defined,not defined,-32.4889817,137.7630253,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"5 Daw St, Port Augusta West",not defined,not defined,not defined,not defined,not defined,not defined,-32.4804572,137.7495903,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Marryatt St, Port August",not defined,not defined,not defined,not defined,not defined,not defined,-32.4889817,137.7630253,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"5 Daw St, Port Augusta West",not defined,not defined,not defined,not defined,not defined,not defined,-32.4804572,137.7495903,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"9/11 (Enter via Whitby St), 9/11 (Enter via Whitby St) Jacka St, Melrose",not defined,not defined,not defined,not defined,not defined,not defined,-32.8253769,138.19019,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"9/11 (Enter via Whitby St), 9/11 (Enter via Whitby St) Jacka St, Melrose",not defined,not defined,not defined,not defined,not defined,not defined,-32.8253769,138.19019,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Playford Ave, Whyalla",not defined,not defined,not defined,not defined,not defined,not defined,-33.0347594,137.5627832,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Playford Ave, Whyalla",not defined,not defined,not defined,not defined,not defined,not defined,-33.0347594,137.5627832,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"9/11 (Enter via Whitby St), 9/11 (Enter via Whitby St) Jacka St, Melrose",not defined,not defined,not defined,not defined,not defined,not defined,-32.8253769,138.19019,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"9/11 (Enter via Whitby St), 9/11 (Enter via Whitby St) Jacka St, Melrose",not defined,not defined,not defined,not defined,not defined,not defined,-32.8253769,138.19019,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Playford Ave, Whyalla",not defined,not defined,not defined,not defined,not defined,not defined,-33.0347594,137.5627832,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Playford Ave, Whyalla",not defined,not defined,not defined,not defined,not defined,not defined,-33.0347594,137.5627832,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"94 Ayr St, Jamestown",not defined,not defined,not defined,not defined,not defined,not defined,-33.204727,138.6022734,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"32-34 Alexandra Terrace, Jamestown",not defined,not defined,not defined,not defined,not defined,not defined,-33.1993796,138.6065446,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"94 Ayr St, Jamestown",not defined,not defined,not defined,not defined,not defined,not defined,-33.204727,138.6022734,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"32-34 Alexandra Terrace, Jamestown",not defined,not defined,not defined,not defined,not defined,not defined,-33.1993796,138.6065446,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"20 Harvey St, Port Broughton",not defined,not defined,not defined,not defined,not defined,not defined,-33.599994,137.931781,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"20 Harvey St, Port Broughton",not defined,not defined,not defined,not defined,not defined,not defined,-33.599994,137.931781,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Creek Rd, Arno Bay",not defined,not defined,not defined,not defined,not defined,not defined,-33.9165666,136.5729203,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Creek Rd, Arno Bay",not defined,not defined,not defined,not defined,not defined,not defined,-33.9165666,136.5729203,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"11 Heritage Dr, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.924017,137.630977,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Pamir Ct, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.9199783,137.633463,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"11 Heritage Dr, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.924017,137.630977,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Pamir Ct, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.9199783,137.633463,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"7 Dominic St, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.837948,138.618497,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"74A Main N Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.8484977,138.6181898,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"White Hut Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.821008,138.614121,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"7 Dominic St, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.837948,138.618497,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"74A Main N Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.8484977,138.6181898,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"White Hut Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.821008,138.614121,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Creek Rd, Arno Bay",not defined,not defined,not defined,not defined,not defined,not defined,-33.9165666,136.5729203,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Creek Rd, Arno Bay",not defined,not defined,not defined,not defined,not defined,not defined,-33.9165666,136.5729203,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"11 Heritage Dr, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.924017,137.630977,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Pamir Ct, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.9199783,137.633463,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"11 Heritage Dr, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.924017,137.630977,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Pamir Ct, Wallaroo",not defined,not defined,not defined,not defined,not defined,not defined,-33.9199783,137.633463,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"7 Dominic St, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.837948,138.618497,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"74A Main N Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.8484977,138.6181898,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"White Hut Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.821008,138.614121,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"7 Dominic St, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.837948,138.618497,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"74A Main N Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.8484977,138.6181898,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"White Hut Rd, Clare",not defined,not defined,not defined,not defined,not defined,not defined,-33.821008,138.614121,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"92 Riverboat Rd, Cadell",not defined,not defined,not defined,not defined,not defined,not defined,-34.066104,139.838445,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Peake Terrace, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.1782217,139.985533,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"92 Riverboat Rd, Cadell",not defined,not defined,not defined,not defined,not defined,not defined,-34.066104,139.838445,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Strangman Rd, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.181837,139.9865713,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Peake Terrace, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.1782217,139.985533,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Strangman Rd, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.181837,139.9865713,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"160 Murray Ave, Renmark",not defined,not defined,not defined,not defined,not defined,not defined,-34.1726807,140.7505821,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"160 Murray Ave, Renmark",not defined,not defined,not defined,not defined,not defined,not defined,-34.1726807,140.7505821,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"92 Riverboat Rd, Cadell",not defined,not defined,not defined,not defined,not defined,not defined,-34.066104,139.838445,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Peake Terrace, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.1782217,139.985533,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"92 Riverboat Rd, Cadell",not defined,not defined,not defined,not defined,not defined,not defined,-34.066104,139.838445,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Strangman Rd, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.181837,139.9865713,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Peake Terrace, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.1782217,139.985533,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Strangman Rd, Waikerie",not defined,not defined,not defined,not defined,not defined,not defined,-34.181837,139.9865713,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"22 Dunlop Rd, Sunlands",not defined,not defined,not defined,not defined,not defined,not defined,-34.154597,139.895514,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"Ahern St, Berri",not defined,not defined,not defined,not defined,not defined,not defined,-34.285623,140.6037046,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"160 Murray Ave, Renmark",not defined,not defined,not defined,not defined,not defined,not defined,-34.1726807,140.7505821,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"Ahern St, Berri",not defined,not defined,not defined,not defined,not defined,not defined,-34.285623,140.6037046,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"160 Murray Ave, Renmark",not defined,not defined,not defined,not defined,not defined,not defined,-34.1726807,140.7505821,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"2 Yaringa Ave, Tumby Bay",not defined,not defined,not defined,not defined,not defined,not defined,-34.386844,136.105306,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"2 Yaringa Ave, Tumby Bay",not defined,not defined,not defined,not defined,not defined,not defined,-34.386844,136.105306,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"2 Yaringa Ave, Tumby Bay",not defined,not defined,not defined,not defined,not defined,not defined,-34.386844,136.105306,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Lizard Park Dr, Maitland",not defined,not defined,not defined,not defined,not defined,not defined,-34.4664,137.632112,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Lizard Park Dr, Maitland",not defined,not defined,not defined,not defined,not defined,not defined,-34.4664,137.632112,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"221 Yaldara Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.5762021,138.8696305,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Hermann Thumm Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.574733,138.874809,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"3 John St, Tanunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.5247319,138.9582421,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"14-22 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.47298,138.995783,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"49 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4701741,138.9967648,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Penrice Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4676936,139.0019617,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"55 Long Gully Rd, Angaston",not defined,not defined,not defined,not defined,not defined,not defined,-34.514434,139.0356029,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Adelaide Rd, Greenock",not defined,not defined,not defined,not defined,not defined,not defined,-34.4640919,138.9208324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Tanunda Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4768937,139.0017472,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"375 Seppeltsfield Rd, Marananga",not defined,not defined,not defined,not defined,not defined,not defined,-34.4877744,138.9464577,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"221 Yaldara Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.5762021,138.8696305,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Hermann Thumm Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.574733,138.874809,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"662 Flaxmans Valley Rd, Flaxman Valley",not defined,not defined,not defined,not defined,not defined,not defined,-34.582048,139.03455,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"3 John St, Tanunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.5247319,138.9582421,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"14-22 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.47298,138.995783,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"49 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4701741,138.9967648,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Penrice Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4676936,139.0019617,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"55 Long Gully Rd, Angaston",not defined,not defined,not defined,not defined,not defined,not defined,-34.514434,139.0356029,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Adelaide Rd, Greenock",not defined,not defined,not defined,not defined,not defined,not defined,-34.4640919,138.9208324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Tanunda Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4768937,139.0017472,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"375 Seppeltsfield Rd, Marananga",not defined,not defined,not defined,not defined,not defined,not defined,-34.4877744,138.9464577,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"4 Crase St, Kapunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.340972,138.916167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"662 Flaxmans Valley Rd, Flaxman Valley",not defined,not defined,not defined,not defined,not defined,not defined,-34.582048,139.03455,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"Ahern St, Berri",not defined,not defined,not defined,not defined,not defined,not defined,-34.285623,140.6037046,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"Ahern St, Berri",not defined,not defined,not defined,not defined,not defined,not defined,-34.285623,140.6037046,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"28 London St, Port Lincoln",not defined,not defined,not defined,not defined,not defined,not defined,-34.724821,135.869564,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"24 Lincoln Hwy, Port Lincoln",not defined,not defined,not defined,not defined,not defined,not defined,-34.715192,135.8532789,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"28 London St, Port Lincoln",not defined,not defined,not defined,not defined,not defined,not defined,-34.724821,135.869564,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"24 Lincoln Hwy, Port Lincoln",not defined,not defined,not defined,not defined,not defined,not defined,-34.715192,135.8532789,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Lizard Park Dr, Maitland",not defined,not defined,not defined,not defined,not defined,not defined,-34.4664,137.632112,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Lizard Park Dr, Maitland",not defined,not defined,not defined,not defined,not defined,not defined,-34.4664,137.632112,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"221 Yaldara Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.5762021,138.8696305,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"2 Lyndoch Rd, Gawler",not defined,not defined,not defined,not defined,not defined,not defined,-34.5965387,138.7497865,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Hermann Thumm Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.574733,138.874809,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Adelaide Rd, Greenock",not defined,not defined,not defined,not defined,not defined,not defined,-34.4640919,138.9208324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Gawler Council Administration,"41 High St, Gawler East",not defined,not defined,not defined,not defined,not defined,not defined,-34.5974446,138.7503098,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"3 John St, Tanunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.5247319,138.9582421,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"14-22 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.47298,138.995783,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"49 Murray St, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4701741,138.9967648,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Penrice Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4676936,139.0019617,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"55 Long Gully Rd, Angaston",not defined,not defined,not defined,not defined,not defined,not defined,-34.514434,139.0356029,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1 Adelaide Rd, Greenock",not defined,not defined,not defined,not defined,not defined,not defined,-34.4640919,138.9208324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"3 Tanunda Rd, Nuriootpa",not defined,not defined,not defined,not defined,not defined,not defined,-34.4768937,139.0017472,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"375 Seppeltsfield Rd, Marananga",not defined,not defined,not defined,not defined,not defined,not defined,-34.4877744,138.9464577,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"221 Yaldara Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.5762021,138.8696305,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"159 Hermann Thumm Dr, Lyndoch",not defined,not defined,not defined,not defined,not defined,not defined,-34.574733,138.874809,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"662 Flaxmans Valley Rd, Flaxman Valley",not defined,not defined,not defined,not defined,not defined,not defined,-34.582048,139.03455,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"2 Lyndoch Rd, Gawler",not defined,not defined,not defined,not defined,not defined,not defined,-34.5965387,138.7497865,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Gawler Council Administration,"41 High St, Gawler East",not defined,not defined,not defined,not defined,not defined,not defined,-34.5974446,138.7503098,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
NRMA Charging Station,"3 John St, Tanunda",not defined,not defined,not defined,not defined,not defined,not defined,-34.5247319,138.9582421,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
